Gene Name,GenBank Gene ID,Drug IDs
KCNA3,,DB00845; DB06637
KCNA5,,DB06217; DB06637; DB11633
KCNA6,,DB06637
KCNA7,,DB06637
KCNA10,,DB06637
KCNB1,,DB06637
KCNB2,,DB06637
KCNC1,,DB06637
KCNC2,,DB06637
KCNC3,,DB06637
KCND1,,DB06637
PTK6,,DB05294; DB12010; DB15035
sigA1,,DB08874
IL1A,,DB06372
IL1RN,,DB06372
VEGFB,,DB08885
PSMB9,,DB08889
PSMB10,,DB08889
PSMB8,,DB08889
DDR2,,DB08896; DB12010
FRK,,DB01254; DB08896; DB12010; DB15035
BCR,,DB00619; DB01254; DB06616; DB08901
MAP2K2,,DB06616; DB08911; DB11689; DB11967; DB12010
MAP3K2,,DB06616; DB12010
ANO1,,DB04941
pagA,,DB08902; DB09057
atpE,,DB08903
rpl2,,DB04865
SLC5A2,,DB06292; DB08907; DB09038; DB11827
CRBN,,DB00480; DB01041; DB08910
KEAP1,,DB08908
SIK1,,DB08912; DB12010
NEK11,,DB08912; DB12010
LIMK1,,DB08912; DB12010
SLC7A7,,DB13146
ERBB4,,DB08916; DB12010; DB12267; DB15035
SLC29A4,,DB01104
MT1A,,DB00435; DB01593; DB14487; DB14533; DB14548
MT2A,,DB01593; DB14487; DB14533; DB14548
SLC22A12,,DB01138; DB11560
,,DB00518
HLA-DRA,,DB11294
HLA-DRB3,,DB11294
HLA-DRB4,,DB11294
HLA-DRB5,,DB11294
HLA-DRB1,,DB11294
GABRA1,X13584,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRA2,S62907,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRA3,S62908,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRA4,U30461,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRA5,L08485,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRA6,S81944,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRB1,X14767,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRB2,S67368,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRB3,M82919,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRD,AF016917,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRE,U66661,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRG1,AK122845,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRG2,X15376,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRG3,S82769,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRP,U95367,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
GABRQ,AF189259,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00659; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872
dacA,X06479,DB00578; DB01000; DB01602; DB09050; DB09319
dacB,X59460,DB00578; DB01000; DB01602; DB09050; DB09319
dacC,X06480,DB00578; DB01000; DB01602; DB09050; DB09319
mrcA,X02164,DB00578; DB01000; DB01602; DB09050; DB09319
mrcB,X02163,DB00578; DB01000; DB01602; DB09050; DB09319
mrdA,X04516,DB00578; DB01000; DB01602; DB09050; DB09319
ftsI,K00137,DB00578; DB01000; DB01602; DB09050; DB09319
SLC52A2,,DB01440
TFRC,,DB13257; DB15617
TFR2,,DB13257; DB15617
GRIN1,D13515,DB00228; DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
GRIN2A,U09002,DB00228; DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
GRIN2B,U90278,DB00228; DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
GRIN2C,L76224,DB00228; DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
GRIN2D,U77783,DB00228; DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
GRIN3A,AJ416950,DB00228; DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
GRIN3B,AC004528,DB00228; DB00659; DB01043; DB01238; DB09409; DB09481; DB13146
pol,,DB00224; DB00503; DB00701; DB00932; DB01072; DB01232; DB01264; DB01319; DB01601
pol,,DB06817; DB08930; DB09101; DB11799
GLRA1,X52009,DB09061
GLRB,U33267,DB09061
HTR1A,M28269,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR1B,D10995,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR1D,M89955,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR1E,M91467,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR1F,L05597,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR2A,S42168,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR2B,X77307,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR2C,M81778,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR3A,D49394,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR3B,,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR3C,,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR3D,,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR3E,,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR4,Y12505,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR6,L41147,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
HTR7,U68487,DB00715; DB01049; DB01239; DB11273; DB12141; DB13345
ADRA1A,D25235,DB00243; DB00370; DB00433; DB00457; DB00477; DB00490; DB00543; DB00598; DB00697; DB00715; DB00841; DB00934; DB01136; DB01151; DB01175; DB01224; DB06148; DB09167; DB09195
ADRA1B,M99589,DB00243; DB00370; DB00433; DB00457; DB00477; DB00490; DB00543; DB00598; DB00697; DB00715; DB00841; DB00934; DB01136; DB01151; DB01175; DB01224; DB06148; DB09167; DB09195
ADRA1D,M76446,DB00243; DB00370; DB00433; DB00457; DB00477; DB00490; DB00543; DB00598; DB00697; DB00715; DB00841; DB00934; DB01136; DB01151; DB01175; DB01224; DB06148; DB09167; DB09195
ADRA2A,M23533,DB00193; DB00217; DB00397; DB00433; DB00477; DB00540; DB00543; DB00697; DB00715; DB00934; DB01151; DB01175; DB01186; DB06707; DB09167; DB09195
ADRA2B,M34041,DB00193; DB00217; DB00397; DB00433; DB00477; DB00540; DB00543; DB00697; DB00715; DB00934; DB01151; DB01175; DB01186; DB06707; DB09167; DB09195
ADRA2C,J03853,DB00193; DB00217; DB00397; DB00433; DB00477; DB00540; DB00543; DB00697; DB00715; DB00934; DB01151; DB01175; DB01186; DB06707; DB09167; DB09195
CYP3A4,M18907,DB11994
CYP3A43,AF319634,DB11994
CYP3A5,J04813,DB11994
CYP3A7,D00408,DB11994
ADRB1,J03019,DB00182; DB00217; DB00334; DB00540; DB00715; DB00726; DB00785; DB01049; DB01118; DB01365; DB11273; DB11278; DB13345
ADRB2,Y00106,DB00182; DB00217; DB00334; DB00540; DB00715; DB00726; DB00785; DB01049; DB01118; DB01365; DB11273; DB11278; DB13345
ADRB3,M29932,DB00182; DB00217; DB00334; DB00540; DB00715; DB00726; DB00785; DB01049; DB01118; DB01365; DB11273; DB11278; DB13345
CYP21A2,,DB01026
ATM,,DB00201
RPS6KA3,,DB00945; DB12010
EBP,,DB00675
NFATC1,,DB00852
ORM1,X02544,DB00477; DB01041
ORM2,BC015964,DB00477; DB01041
HTR2A,S42168,DB00477
HTR2B,X77307,DB00477
HTR2C,M81778,DB00477
Htr2c,,DB00321; DB00540; DB00656; DB00726
SRD5A1,M32313,DB00421
SRD5A2,M74047,DB00421
SRD5A3,,DB00421
ADRA1A,D25235,DB00182; DB00268; DB01049; DB01069; DB01365; DB01576; DB09205; DB11273; DB11278; DB11577; DB13345
ADRA1B,M99589,DB00182; DB00268; DB01049; DB01069; DB01365; DB01576; DB09205; DB11273; DB11278; DB11577; DB13345
ADRA1D,M76446,DB00182; DB00268; DB01049; DB01069; DB01365; DB01576; DB09205; DB11273; DB11278; DB11577; DB13345
ADRA2A,M23533,DB00182; DB00268; DB01049; DB01069; DB01365; DB01576; DB09205; DB11273; DB11278; DB11577; DB13345
ADRA2B,M34041,DB00182; DB00268; DB01049; DB01069; DB01365; DB01576; DB09205; DB11273; DB11278; DB11577; DB13345
ADRA2C,J03853,DB00182; DB00268; DB01049; DB01069; DB01365; DB01576; DB09205; DB11273; DB11278; DB11577; DB13345
DRD1,X55760,DB00248; DB00334; DB00408; DB00458; DB00477; DB00555; DB00568; DB00696; DB00715; DB00726; DB00988; DB06148; DB09097; DB09225; DB11274; DB11584
DRD5,X58454,DB00248; DB00334; DB00408; DB00458; DB00477; DB00555; DB00568; DB00696; DB00715; DB00726; DB00988; DB06148; DB09097; DB09225; DB11274; DB11584
CHRM1,X52068,DB00321; DB00340; DB00366; DB00454; DB00540; DB00543; DB00568; DB00715; DB00726; DB00777; DB01221; DB11855
CHRM2,M16404,DB00321; DB00340; DB00366; DB00454; DB00540; DB00543; DB00568; DB00715; DB00726; DB00777; DB01221; DB11855
CHRM3,X15266,DB00321; DB00340; DB00366; DB00454; DB00540; DB00543; DB00568; DB00715; DB00726; DB00777; DB01221; DB11855
CHRM4,M16405,DB00321; DB00340; DB00366; DB00454; DB00540; DB00543; DB00568; DB00715; DB00726; DB00777; DB01221; DB11855
CHRM5,M80333,DB00321; DB00340; DB00366; DB00454; DB00540; DB00543; DB00568; DB00715; DB00726; DB00777; DB01221; DB11855
PRKCA,X52479,DB00675
PRKCB,M13975,DB00675
PRKCD,L07860,DB00675
PRKCE,X65293,DB00675
PRKCG,,DB00675
PRKCI,L18964,DB00675
PRKCQ,L01087,DB00675
PRKCZ,,DB00675
PGRMC1,,DB00514
PGRMC1,,DB00540; DB01104
SIGMAR1,U75283,DB00540; DB01104
SCN1A,AF225985,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN10A,AF117907,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN11A,AF188679,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN2A,M94055,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN3A,AJ251507,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN4A,M81758,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN5A,M77235,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN7A,,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN8A,AF050736,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN9A,X82835,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN1B,L10338,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN2B,AF007783,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN3B,AJ243396,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
SCN4B,AY149967,DB00243; DB00313; DB00776; DB00907; DB05541; DB13269; DB13961
CACNG1,L07738,DB00153; DB00228; DB00421; DB11148; DB13746
CACNG2,,DB00153; DB00228; DB00421; DB11148; DB13746
CACNG3,,DB00153; DB00228; DB00421; DB11148; DB13746
CACNG4,,DB00153; DB00228; DB00421; DB11148; DB13746
CACNG5,,DB00153; DB00228; DB00421; DB11148; DB13746
CACNG6,,DB00153; DB00228; DB00421; DB11148; DB13746
CACNG7,,DB00153; DB00228; DB00421; DB11148; DB13746
CACNG8,,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA2D1,M76559,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA2D2,AJ251368,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA2D3,AJ272268,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA2D4,,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA1C,M92270,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA1D,M76558,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA1F,AJ006216,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA1S,U30707,DB00153; DB00228; DB00421; DB11148; DB13746
CACNB1,M92303,DB00153; DB00228; DB00421; DB11148; DB13746
CACNB2,S60415,DB00153; DB00228; DB00421; DB11148; DB13746
CACNB3,X76555,DB00153; DB00228; DB00421; DB11148; DB13746
CACNB4,U95020,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA1B,M94172,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA1A,AF004884,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA1E,,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA1G,AF134986,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA1H,AF051946,DB00153; DB00228; DB00421; DB11148; DB13746
CACNA1I,AF129133,DB00153; DB00228; DB00421; DB11148; DB13746
NFKB2,X61498,DB00843; DB13751; DB13961
NFKB1,M55643,DB00843; DB13751; DB13961
CYBB,,DB00514
CYBA,,DB00514
NCF1,,DB00514
NCF2,,DB00514
NCF4,,DB00514
RAC1,M29870,DB00514
RAC2,,DB00514
KCNJ1,U12541,DB01392; DB11148
KCNJ10,,DB01392; DB11148
KCNJ11,D50582,DB01392; DB11148
KCNJ12,L36069,DB01392; DB11148
KCNJ14,,DB01392; DB11148
KCNJ15,,DB01392; DB11148
KCNJ8,D50312,DB01392; DB11148
KCNMA1,U13913,DB00721; DB01110; DB09089
KCNMB1,U25138,DB00721; DB01110; DB09089
KCNMB2,AF099137,DB00721; DB01110; DB09089
KCNMB3,AF139471,DB00721; DB01110; DB09089
KCNMB4,AF160967,DB00721; DB01110; DB09089
KCNN4,AF000972,DB00721; DB01110; DB09089
KCNN1,U69883,DB00721; DB01110; DB09089
KCNN2,AF239613,DB00721; DB01110; DB09089
KCNN3,AF031815,DB00721; DB01110; DB09089
PRKAA1,AB022017,DB00131; DB00945; DB12010
PRKAA2,,DB00131; DB00945; DB12010
PRKAB1,AJ224515,DB00131; DB00945; DB12010
PRKAB2,AJ224538,DB00131; DB00945; DB12010
PRKAG1,,DB00131; DB00945; DB12010
PRKAG2,,DB00131; DB00945; DB12010
PRKAG3,,DB00131; DB00945; DB12010
MAOA,M68840,DB00182; DB00721; DB01168; DB01171
MAOB,S62734,DB00182; DB00721; DB01168; DB01171
ITPR1,,DB00201
ITPR2,,DB00201
ITPR3,,DB00201
PDE1A,U40370,DB00201
PDE1B,U56976,DB00201
PDE1C,,DB00201
PDE10A,AB020593,DB00201
PDE4A,L20965,DB00201
PDE4B,L20966,DB00201
PDE4C,Z46632,DB00201
PDE4D,L20970,DB00201
PDE7B,AB038040,DB00201
PDE2A,U67733,DB00201
PDE3A,M91667,DB00201
PDE3B,U38178,DB00201
PDE5A,AF043731,DB00201
PDE6C,,DB00201
PDE11A,AB036704,DB00201
PDE7A,L12052,DB00201
PDE8A,AF388183,DB00201
PDE8B,AY129948,DB00201
PDE9A,AF048837,DB00201
PDE6A,,DB00201
PDE6B,,DB00201
KCNJ11,D50582,DB01016
KCNJ8,D50312,DB01016
ATF1,,DB00852
ATF2,,DB00852
ATF3,,DB00852
ATF4,,DB00852
ATF5,,DB00852
ATF6,,DB00852
ATF7,,DB00852
JDP2,,DB00852
FOS,V01512,DB00852
JUN,J04111,DB00852
unc-38,,DB00848
unc-63,,DB00848
lev-1,,DB00848
unc-29,,DB00848
C1QBP,,DB08818; DB09130
HAPLN1,,DB08818
HAPLN3,,DB08818
HAPLN4,,DB08818
HABP2,,DB08818
IMPDH1,J05272,DB01033
IMPDH2,J04208,DB01033
IMPG2,,DB08818
HABP4,,DB08818
LAYN,,DB08818
MYLK2,,DB04825; DB12010
STAB2,,DB08818
topA,,DB00487; DB01051
TOP2A,J04088,DB00970
TOP2B,X68060,DB00970
TNFAIP6,,DB00843; DB00945; DB08818
GRIN1,D13515,DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
GRIN2A,U09002,DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
GRIN2B,U90278,DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
GRIN2C,L76224,DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
GRIN2D,U77783,DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
GRIN3A,AJ416950,DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
GRIN3B,AC004528,DB00193; DB00289; DB00312; DB00333; DB00418; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823
HTR2A,S42168,DB01221
HTR2B,X77307,DB01221
HTR2C,M81778,DB01221
HTR1A,M28269,DB00334; DB01221
HTR1B,D10995,DB00334; DB01221
HTR1D,M89955,DB00334; DB01221
HTR1E,M91467,DB00334; DB01221
HTR1F,L05597,DB00334; DB01221
ESRRB,,DB00255; DB07776
ACTG1,,DB09130
AS3MT,,DB00118
ATP1A2,,DB01092
ATP1A3,,DB01092
APOD,,DB00162; DB09130
IGHG4,,DB09130
IGHA1,,DB01593; DB14487
IGHM,,DB01593; DB14487
CACNG2,,DB00898
HIST1H1E,,DB09130
HIST1H2BC,,DB09130
KCNJ4,,DB01136
KCNJ9,,DB00898; DB11633
KCNH1,,DB00458; DB00637
RGN,,DB11093; DB11348; DB14481
NRXN1,,DB11093; DB11348; DB14481
CLIC1,,DB09130
RYR2,,DB01195; DB09085
CNGA1,,DB04209
CD38,,DB09331; DB14811
SEPP1,,DB01593; DB14487; DB14533; DB14548
DAND5,,DB01593; DB14487
FGR,,DB01254; DB12010; DB15035
SREBF1,,DB03756; DB09539; DB11133; DB13961
RELA,,DB08908
PTAFR,,DB11614
GPR35,,DB00695; DB11156
,,DB00370
EPHA5,,DB01254; DB12010
ZAK,,DB01254; DB12010
MT3,,DB01593; DB14487; DB14533; DB14548
GPBAR1,,DB02659; DB03619; DB06777
P2RX4,,DB09119; DB14575
GPR55,,DB06155; DB09061
NOX1,,DB09140
ENO1,,DB01593; DB09130; DB14487; DB14533; DB14548
PML,,DB01169
PDCD6,,DB01593; DB11093; DB11348; DB14481; DB14487
CCS,,DB01593; DB14487; DB14533; DB14548
HEPHL1,,DB09130
NEIL2,,DB01592; DB09130; DB14488; DB14489; DB14490; DB14491; DB14501
SCO1,,DB09130
NOLC1,,DB00997
FGF19,,DB01109
TAB1,,DB06757
MGEA5,,DB00428
LCN1,,DB00755
OBP2A,,DB00755
BDKRB1,,DB00178; DB01197; DB01593; DB09477; DB14487; DB14533; DB14548
SEMG1,,DB01593; DB14487; DB14533; DB14548
SIVA1,,DB01593; DB14487; DB14533; DB14548
UTRN,,DB01593; DB14487; DB14533; DB14548
PRDX1,,DB01593; DB09130; DB14487; DB14533; DB14548
APOBR,,DB01593; DB09130; DB14487; DB14533; DB14548
IL17A,,DB09029; DB11569
HCRTR1,,DB09034; DB11951
HCRTR2,,DB09034; DB11951
gyrA,,DB00537; DB11943
parC,,DB00537
,,DB00537
gyrA,,DB00537
parE,,DB00537
gyrA,,DB00537
,,DB00493
mecA,,DB00713
mdfA,,DB00759
mdtK,,DB00537
pbp4,,DB01598; DB06211
EXP-1,,DB09274
PCSK9,,DB09302; DB14901
per1,,DB09060
OXA-48,,DB09060
bla,,DB09060; DB12107
blaUOE-1,,DB09060
NS5A,,DB09027; DB09102; DB09296; DB11574; DB11613; DB13878
S1PR1,,DB08868; DB09105; DB12371; DB12612
NS5b,,DB09183
CRHR1,,DB09067
TRHR,,DB09421
ureB,,DB09510; DB09513
VMAT2,,DB00182; DB11915; DB12010
IL12B,M65272,DB05679; DB14004; DB14762
IL23A,AF301620,DB05679; DB14004; DB14762
HDAC1,U50079,DB05015; DB06603
HDAC10,AL512711,DB05015; DB06603
HDAC11,,DB05015; DB06603
HDAC2,U31814,DB05015; DB06603
HDAC3,U66914,DB05015; DB06603
HDAC4,AF132607,DB05015; DB06603
HDAC5,BK000028,DB05015; DB06603
