"","Hugo.Symbol","Entrez.Gene.ID","GRCh37.Isoform","GRCh37.RefSeq","GRCh38.Isoform","GRCh38.RefSeq","X..of.occurrence.within.resources..Column.D.J.","OncoKB.Annotated","Is.Oncogene","Is.Tumor.Suppressor.Gene","MSK.IMPACT","MSK.HEME","FOUNDATION.ONE","FOUNDATION.ONE.HEME","Vogelstein","SANGER.CGC.05.30.2017.","Oncogene_TSG"
"160","MDM4",4194,"ENST00000367182","NM_002393.4","ENST00000367182","NM_002393.4",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"161","MITF",4286,"ENST00000394351","NM_000248","ENST00000394351","NM_000248",6,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"162","MTOR",2475,"ENST00000361445","NM_004958.3","ENST00000361445","NM_004958.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"163","MUTYH",4595,"ENST00000372115","NM_001048171.1","ENST00000372115","NM_001048171.1",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"164","MYC",4609,"ENST00000377970","NM_002467.4","ENST00000621592","NM_002467.4",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"165","MYCL",4610,"ENST00000397332","NM_001033082.2","ENST00000397332","NM_001033082.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"166","MYCN",4613,"ENST00000281043","NM_005378.4","ENST00000281043","NM_005378.4",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"167","NKX2-1",7080,"ENST00000354822","NM_001079668.2","ENST00000354822","NM_001079668.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"168","NSD2",7468,"ENST00000382891","NM_001042424.2","ENST00000382891","NM_001042424.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"169","NSD3",54904,"ENST00000317025","NM_023034.1","ENST00000317025","NM_023034.1",6,"Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Unkown"
"170","NTRK1",4914,"ENST00000524377","NM_002529.3","ENST00000524377","NM_002529.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"171","NTRK3",4916,"ENST00000360948","NM_001012338.2","ENST00000360948","NM_001012338.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"172","PALB2",79728,"ENST00000261584","NM_024675.3","ENST00000261584","NM_024675.3",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"173","PDCD1LG2",80380,"ENST00000397747","NM_025239.3","ENST00000397747","NM_025239.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"174","PDGFRB",5159,"ENST00000261799","NM_002609.3","ENST00000261799","NM_002609.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"175","PHF6",84295,"ENST00000332070","NM_001015877.1","ENST00000332070","NM_001015877.1",6,"Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","TSG"
"176","PIM1",5292,"ENST00000373509","NM_002648.3","ENST00000373509","NM_002648.3",6,"Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Unkown"
"177","PRKAR1A",5573,"ENST00000358598","NM_212471.2","ENST00000358598","NM_212471.2",6,"Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Unkown"
"178","RAD21",5885,"ENST00000297338","NM_006265.2","ENST00000297338","NM_006265.2",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"179","RAF1",5894,"ENST00000251849","NM_002880.3","ENST00000251849","NM_002880.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"180","RARA",5914,"ENST00000254066","NM_000964.3","ENST00000254066","NM_000964.3",6,"Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Unkown"
"181","ROS1",6098,"ENST00000368508","NM_002944.2","ENST00000368508","NM_002944.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"182","RUNX1",861,"ENST00000300305","NM_001754.4","ENST00000300305","NM_001754.4",6,"Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","TSG"
"183","SDHA",6389,"ENST00000264932","NM_004168.2","ENST00000264932","NM_004168.2",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"184","SDHB",6390,"ENST00000375499","NM_003000.2","ENST00000375499","NM_003000.2",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"185","SDHC",6391,"ENST00000367975","NM_003001.3","ENST00000367975","NM_003001.3",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"186","SDHD",6392,"ENST00000375549","NM_003002.3","ENST00000375549","NM_003002.3",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"187","SOX2",6657,"ENST00000325404","NM_003106.3","ENST00000325404","NM_003106.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"188","SPEN",23013,"ENST00000375759","NM_015001.2","ENST00000375759","NM_015001.2",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"189","SRC",6714,"ENST00000358208","NM_198291.2","ENST00000358208","NM_198291.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"190","SRSF2",6427,"ENST00000359995","NM_003016.4","ENST00000359995","NM_003016.4",6,"Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Unkown"
"191","STAT3",6774,"ENST00000264657","NM_139276.2","ENST00000264657","NM_139276.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"192","SUFU",51684,"ENST00000369902","NM_016169.3","ENST00000369902","NM_016169.3",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"193","SYK",6850,"ENST00000375746","NM_003177.5","ENST00000375746","NM_003177.5",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"194","TENT5C",54855,"ENST00000369448","NM_017709.3","ENST00000369448","NM_017709.3",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"195","TGFBR2",7048,"ENST00000295754","NM_003242","ENST00000295754","NM_003242",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"196","TMPRSS2",7113,"ENST00000398585","NM_001135099.1","ENST00000398585","NM_001135099.1",6,"Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Unkown"
"197","TNFRSF14",8764,"ENST00000355716","NM_003820.2","ENST00000355716","NM_003820.2",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"198","TSC2",7249,"ENST00000219476","NM_000548.3","ENST00000219476","NM_000548.3",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"199","TSHR",7253,"ENST00000298171","NM_000369.2","ENST00000541158","NM_000369.2",6,"Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Oncogene"
"200","XPO1",7514,"ENST00000401558","NM_003400.3","ENST00000401558","NM_003400.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"201","AKT3",10000,"ENST00000263826","NM_005465.4","ENST00000263826","NM_005465.4",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"202","ARAF",369,"ENST00000377045","NM_001654.4","ENST00000377045","NM_001654.4",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"203","ARID1B",57492,"ENST00000346085","NM_020732.3","ENST00000647938","NM_020732.3",5,"Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","TSG"
"204","AURKA",6790,"ENST00000312783","NM_003600.2","ENST00000312783","NM_003600.2",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"205","AURKB",9212,"ENST00000585124","NM_004217.3","ENST00000585124","NM_004217.3",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"206","AXL",558,"ENST00000301178","NM_021913.4","ENST00000301178","NM_021913.4",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"207","BCL10",8915,"ENST00000370580","NM_003921.4","ENST00000648566","NM_003921.4",5,"Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","TSG"
"208","BCORL1",63035,"ENST00000218147","","ENST00000218147","",5,"Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","TSG"
"209","BCR",613,"ENST00000305877","NM_004327.3","ENST00000305877","NM_004327.3",5,"Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Oncogene"
"210","BIRC3",330,"ENST00000263464","NM_182962.2","ENST00000263464","NM_182962.2",5,"Yes","No","No","Yes","Yes","No","Yes","No","Yes","Unkown"
"211","BLM",641,"ENST00000355112","NM_000057.2","ENST00000355112","NM_000057.2",5,"Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","TSG"
"212","BTG1",694,"ENST00000256015","NM_001731.2","ENST00000256015","NM_001731.2",5,"Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","TSG"
"213","CDK8",1024,"ENST00000381527","NM_001260.1","ENST00000381527","NM_001260.1",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"214","CDKN2B",1030,"ENST00000276925","NM_004936.3","ENST00000276925","NM_004936.3",5,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","TSG"
"215","CHEK1",1111,"ENST00000428830","NM_001274.5","ENST00000428830","NM_001274.5",5,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","TSG"
"216","CRKL",1399,"ENST00000354336","NM_005207.3","ENST00000354336","NM_005207.3",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"217","CYLD",1540,"ENST00000398568","NM_001042355.1","ENST00000398568","NM_001042355.1",5,"Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","TSG"
"218","DOT1L",84444,"ENST00000398665","NM_032482.2","ENST00000398665","NM_032482.2",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"219","EED",8726,"ENST00000263360","NM_003797.3","ENST00000263360","NM_003797.3",5,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","TSG"
"220","EIF4A2",1974,"ENST00000323963","NM_001967.3","ENST00000323963","NM_001967.3",5,"Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Oncogene"
"221","EPHA3",2042,"ENST00000336596","NM_005233.5","ENST00000336596","NM_005233.5",5,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","TSG"
"222","EPHB1",2047,"ENST00000398015","NM_004441.4","ENST00000398015","NM_004441.4",5,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","TSG"
"223","ERCC4",2072,"ENST00000311895","NM_005236.2","ENST00000311895","NM_005236.2",5,"Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","TSG"
"224","ETV1",2115,"ENST00000405192","NM_001163147.1","ENST00000405192","NM_001163147.1",5,"Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Oncogene"
"225","FAS",355,"ENST00000355740","NM_000043.4","ENST00000652046","NM_000043.4",5,"Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","TSG"
"226","FGF19",9965,"ENST00000294312","NM_005117.2","ENST00000294312","NM_005117.2",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"227","FGF3",2248,"ENST00000334134","NM_005247.2","ENST00000334134","NM_005247.2",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"228","FGF4",2249,"ENST00000168712","NM_002007.2","ENST00000168712","NM_002007.2",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"229","FH",2271,"ENST00000366560","NM_000143.3","ENST00000366560","NM_000143.3",5,"Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","TSG"
"230","FLT1",2321,"ENST00000282397","NM_002019.4","ENST00000282397","NM_002019.4",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"231","FLT4",2324,"ENST00000261937","NM_182925.4","ENST00000261937","NM_182925.4",5,"Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Oncogene"
"232","FOXO1",2308,"ENST00000379561","NM_002015.3","ENST00000379561","NM_002015.3",5,"Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","TSG"
"233","FOXP1",27086,"ENST00000318789","NM_001244814.1","ENST00000318789","NM_001244814.1",5,"Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Oncogene"
"234","GRIN2A",2903,"ENST00000330684","NM_001134407.1","ENST00000330684","NM_001134407.1",5,"Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","TSG"
"235","GSK3B",2932,"ENST00000316626","NM_002093.3","ENST00000316626","NM_002093.3",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"236","HGF",3082,"ENST00000222390","NM_000601.4","ENST00000222390","NM_000601.4",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"237","ID3",3399,"ENST00000374561","NM_002167.4","ENST00000374561","NM_002167.4",5,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","TSG"
"238","IGF1R",3480,"ENST00000268035","NM_000875.3","ENST00000650285","NM_000875.3",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"239","IKBKE",9641,"ENST00000367120","NM_014002.3","ENST00000581977","NM_014002.3",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"240","IL7R",3575,"ENST00000303115","NM_002185.3","ENST00000303115","NM_002185.3",5,"Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Oncogene"
"241","INPP4B",8821,"ENST00000262992","NM_001101669.1","ENST00000262992","NM_001101669.1",5,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","TSG"
"242","IRS2",8660,"ENST00000375856","NM_003749.2","ENST00000375856","NM_003749.2",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"243","KLF4",9314,"ENST00000374672","NM_004235.4","ENST00000374672","NM_004235.4",5,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Oncogene"
"244","LMO1",4004,"ENST00000335790","NM_002315.2","ENST00000335790","NM_002315.2",5,"Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Oncogene"
"245","MALT1",10892,"ENST00000348428","NM_006785.3","ENST00000649217","NM_006785.3",5,"Yes","No","No","Yes","Yes","No","Yes","No","Yes","Unkown"
"246","MAP3K13",9175,"ENST00000265026","NM_004721.4","ENST00000265026","NM_004721.4",5,"Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Oncogene"
"247","MCL1",4170,"ENST00000369026","NM_021960.4","ENST00000369026","NM_021960.4",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"248","MEF2B",100271849,"ENST00000162023","NM_001145785.1","ENST00000424583","NM_001145785.1",5,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Oncogene"
"249","MRE11",4361,"ENST00000323929","NM_005591.3","ENST00000323929","NM_005591.3",5,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","TSG"
"250","MSH3",4437,"ENST00000265081","NM_002439.4","ENST00000265081","NM_002439.4",5,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","TSG"
"251","MSI2",124540,"ENST00000284073","NM_138962.2","ENST00000284073","NM_138962.2",5,"Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Oncogene"
"252","NBN",4683,"ENST00000265433","NM_002485.4","ENST00000265433","NM_002485.4",5,"Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","TSG"
"253","NCOR1",9611,"ENST00000268712","NM_006311.3","ENST00000268712","NM_006311.3",5,"Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","TSG"
"254","NFKBIA",4792,"ENST00000216797","NM_020529.2","ENST00000216797","NM_020529.2",5,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","TSG"
"255","NSD1",64324,"ENST00000439151","NM_022455.4","ENST00000439151","NM_022455.4",5,"Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Oncogene"
